,game,arena,stage,agent,human_data_type,alpha,Configuration,TV
4434,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.38207996804552735
4435,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.3484197506835725
4436,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.36207101402936365
4437,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.6035036524424767
4438,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.37520382111068906
4439,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.3982292413623987
4440,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.5021460120716443
4441,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3482691529456843
4442,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.5340333692246646
4443,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.37553265292647625
4444,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.589892505424457
4445,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.29586040351970877
4446,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.2713273307293813
4447,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.29585309732895654
4448,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.2795525563991062
4449,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.2713040063559227
4450,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.29434893327722106
4451,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.6738999682548446
4452,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.23310359817978138
4453,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.21863958386993432
4454,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.4578339389615534
4455,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.41180959536008294
4456,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.47163483197045986
4457,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.4112682057237869
4458,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.5290757144126842
4459,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.5896089152650257
4460,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5489342805343257
4461,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.6383626706405464
4462,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.30886021063265723
4463,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.6261427221086143
4464,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.319028453930964
4465,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.6296355005175186
4466,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.4951562541257077
4467,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.46148876151341384
4468,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.48835496710404025
4469,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.6153516841286822
4470,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.4878661355026632
4471,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.6073008902431289
4472,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.43012796726121344
4473,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.35793421511818474
4474,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.39816375884624994
4475,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.4429016412974079
4476,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.47362067387515816
4477,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.4452662455179634
4478,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.47531432400588514
4479,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.5300666018475084
4480,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.5770956391658606
4481,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5771659079806679
4482,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.23237484360054914
4483,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.5293092454051509
4484,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.24256318884754063
4485,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.5284827339585371
4486,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.39211171749496265
4487,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.24073722971078435
4488,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.24084595332931388
4489,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.24073722971078435
4490,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3305497632725689
4491,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.24084595332931388
4492,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.33804347826086945
4493,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.3305497632725689
4494,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.18539043800626406
4495,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.17636768664567173
4496,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.20442994560119182
4497,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.4075312177284642
4498,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.2308216802157982
4499,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.42955438097056825
4500,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.6159227867912059
4501,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.3468859605426893
4502,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.34248563175209135
4503,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.3456229026622766
4504,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.27021722620593436
4505,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.4013494283177105
4506,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.2823323955652622
4507,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.46290494828879614
4508,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.5513529114945714
4509,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.5338041051041738
4510,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.6102330681921267
4511,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.4028828877442578
4512,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.6025094216296863
4513,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.40053732411251164
4514,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.418361230258485
4515,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.15998700897472584
4516,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.1595327604332614
4517,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.17487684365003392
4518,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.44872488775726027
4519,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.21092944401697383
4520,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.4464540672112696
4521,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.5563556622932064
4522,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.45039133578276414
4523,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.45189497516024246
4524,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.45039133578276414
4525,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.38078949441724164
4526,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.45189497516024246
4527,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.3818181818181818
4528,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.38078949441724164
4529,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.1833617103420427
4530,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.18337455159088026
4531,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.1836166943620169
4532,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.6907235184374947
4533,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.183613421542228
4534,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.6881109580495753
4535,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.4909299222546009
4536,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.3666842996940482
4537,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.3663583164915118
4538,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.34775536340925084
4539,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.4677804203843378
4540,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.34398358847434757
4541,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.4635463675451234
4542,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.4956544550616645
4543,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.4402737051571464
4544,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.4381135861843626
4545,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.3714915716087139
4546,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.3876617968936077
4547,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.42410330546363634
4548,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.4152315535338849
4549,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.3457392516618046
4550,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,All Components,0.3739804848463806
4551,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.7,Ablate Center Weight,0.3739960420817554
4552,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Ablate Connect Weight,0.6184396794050953
4553,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Ablate Block Weight,0.40434278178861055
4554,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.7,Only Block Weight,0.6186130828138414
4555,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.7,Only Connect Weight,0.40435982860932085
4556,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.7,Only Center Weight,0.29679757851769595
